predicted_label,predicted_probability,confidence,actual_label,risk_level,education_level,employment_type,no_of_dependents,income_annum,loan_amount,loan_term_years,cibil_score,total_assets,dti_ratio,estimated_monthly_payment,pti_ratio,loan_term_months,feat_no_of_dependents,feat_education,feat_self_employed,feat_income_annum,feat_loan_amount,feat_loan_term,feat_cibil_score,feat_residential_assets_value,feat_commercial_assets_value,feat_luxury_assets_value,feat_bank_asset_value,feat_has_debt
Rejected,0.001245,HIGH,Rejected,HIGH,Not Graduate,Salaried,5,7500000.0,22800000.0,16,347,43100000.0,3.04,238465.66,0.381545,192,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7500000.0,22800000.0,16.0,347.0,15100000.0,1199999.875,16100000.0,10700000.0,8.166215620386552e-11
Approved,0.569821,MEDIUM,Approved,LOW,Graduate,Salaried,0,6500000.0,24700000.0,6,554,36100000.0,3.8,457588.16,0.844778,72,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,6500000.0,24700000.0,6.0,554.0,2700000.25,1100000.125,22700000.0,9600000.0,8.166215620386552e-11
Approved,0.562192,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,1,8800000.0,33700000.0,14,561,54900000.0,3.829546,373464.28,0.509269,168,1.0,-1.3684332778041153e-08,1.0,8800000.0,33700000.0,14.0,561.0,10200000.0,7100000.0,25700000.0,11900000.0,8.166215620386552e-11
Rejected,0.360765,MEDIUM,Approved,HIGH,Graduate,Self-Employed,0,2500000.0,6700000.0,16,569,15400000.0,2.68,70075.43,0.336362,192,1.353272836013275e-07,0.9999999403953552,1.0,2500000.0,6700000.0,16.0,569.0,4500000.0,3400000.0,6200000.5,1300000.0,8.166215620386552e-11
Approved,0.993063,HIGH,Approved,LOW,Graduate,Self-Employed,4,3900000.0,8900000.0,10,665,27800000.0,2.282051,117614.16,0.36189,120,4.0,0.9999999403953552,1.0,3900000.0,8900000.0,10.0,665.0,9300000.0,4000000.0,9200000.0,5300000.0,8.166215620386552e-11
Rejected,0.015256,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,0,500000.1875,1099999.75,18,479,4399999.0,2.199998,10998.28,0.263959,216,1.353272836013275e-07,-1.3684332778041153e-08,1.0,500000.1875,1099999.75,18.0,479.0,1499999.625,499999.90625,1799999.375,600000.1875,8.166215620386552e-11
Approved,0.966245,HIGH,Approved,LOW,Not Graduate,Salaried,3,5100000.0,13300000.0,4,589,40200000.0,2.607843,337322.38,0.7937,48,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5100000.0,13300000.0,4.0,589.0,11200000.0,2700000.0,20200000.0,6100000.0,8.166215620386552e-11
Approved,0.993529,HIGH,Approved,LOW,Graduate,Salaried,4,3000000.0,7200000.0,2,680,15600000.0,2.4,332243.44,1.328974,24,4.0,0.9999999403953552,-1.2926308912142304e-08,3000000.0,7200000.0,2.000000238418579,680.0,900000.1875,3400000.0,9600000.0,1700000.0,8.166215620386552e-11
Rejected,0.007859,HIGH,Rejected,HIGH,Not Graduate,Salaried,4,9300000.0,24900000.0,14,455,81300000.0,2.67742,275942.47,0.356055,168,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,9300000.0,24900000.0,14.0,455.0,27600000.0,4700000.0,35100000.0,13900000.0,8.166215620386552e-11
Approved,0.995761,HIGH,Approved,LOW,Graduate,Self-Employed,1,6800000.0,17000000.0,2,744,46600000.0,2.5,784463.75,1.384348,24,1.0,0.9999999403953552,1.0,6800000.0,17000000.0,2.000000238418579,744.0,15500000.0,3900000.0,23700000.0,3500000.0,8.166215620386552e-11
Approved,0.979512,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,200000.203125,399999.78125,20,882,799998.5625,1.999997,3860.08,0.231605,240,1.0,-1.3684332778041153e-08,1.0,200000.203125,399999.78125,20.0,882.0,399999.65625,99999.8984375,299999.34375,-0.28781792521476746,8.166215620386552e-11
Rejected,0.129914,HIGH,Approved,HIGH,Graduate,Self-Employed,0,5100000.0,14500000.0,14,559,30400000.0,2.843137,160689.39,0.378093,168,1.353272836013275e-07,0.9999999403953552,1.0,5100000.0,14500000.0,14.0,559.0,11000000.0,1100000.125,12300000.0,6000000.0,8.166215620386552e-11
Approved,0.991521,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,4700000.0,14800000.0,6,661,34500000.0,3.148936,274182.38,0.70004,72,1.0,-1.3684332778041153e-08,1.0,4700000.0,14800000.0,6.0,661.0,8500000.0,6000000.0,13600000.0,6400000.0,8.166215620386552e-11
Approved,0.998174,HIGH,Approved,LOW,Graduate,Salaried,4,8100000.0,19300000.0,14,821,59100000.0,2.382716,213883.1,0.316864,168,4.0,0.9999999403953552,-1.2926308912142304e-08,8100000.0,19300000.0,14.0,821.0,16500000.0,8500000.0,25800000.0,8300000.0,8.166215620386552e-11
Rejected,0.098374,HIGH,Rejected,HIGH,Graduate,Self-Employed,3,2500000.0,8800000.0,12,538,19100000.0,3.52,105166.89,0.504801,144,3.0,0.9999999403953552,1.0,2500000.0,8800000.0,12.0,538.0,4900000.0,1799999.875,9100000.0,3300000.0,8.166215620386552e-11
Approved,0.996413,HIGH,Approved,LOW,Graduate,Self-Employed,5,9700000.0,25900000.0,2,754,54200000.0,2.670103,1195153.5,1.47854,24,5.0,0.9999999403953552,1.0,9700000.0,25900000.0,2.000000238418579,754.0,9000000.0,10000000.0,28500000.0,6700000.0,8.166215620386552e-11
Approved,0.982521,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,1200000.0,3300000.75,6,772,5900000.0,2.750001,61135.28,0.611353,72,3.0,-1.3684332778041153e-08,1.0,1200000.0,3300000.75,6.0,772.0,700000.1875,899999.875,2900000.25,1400000.0,8.166215620386552e-11
Approved,0.872459,HIGH,Approved,LOW,Not Graduate,Salaried,4,3300000.0,10800000.0,4,552,17000000.0,3.272727,273915.9,0.996058,48,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,3300000.0,10800000.0,4.0,552.0,4200000.0,899999.875,8600000.0,3300000.0,8.166215620386552e-11
Rejected,0.003945,HIGH,Rejected,HIGH,Graduate,Self-Employed,4,7100000.0,27900000.0,10,328,56600000.0,3.929577,368700.56,0.623156,120,4.0,0.9999999403953552,1.0,7100000.0,27900000.0,10.0,328.0,9000000.0,13400000.0,26500000.0,7700000.0,8.166215620386552e-11
Rejected,0.004109,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,5,5400000.0,21400000.0,12,399,32900000.0,3.962963,255746.77,0.568326,144,5.0,-1.3684332778041153e-08,1.0,5400000.0,21400000.0,12.0,399.0,4000000.0,9700000.0,12400000.0,6800000.0,8.166215620386552e-11
Rejected,0.019066,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,4,5500000.0,18900000.0,6,379,44600000.0,3.436364,350138.3,0.763938,72,4.0,-1.3684332778041153e-08,1.0,5500000.0,18900000.0,6.0,379.0,13900000.0,9100000.0,18500000.0,3100000.0,8.166215620386552e-11
Rejected,0.095669,HIGH,Rejected,HIGH,Graduate,Self-Employed,2,7000000.0,21400000.0,12,541,34400000.0,3.057143,255746.77,0.438423,144,2.0,0.9999999403953552,1.0,7000000.0,21400000.0,12.0,541.0,3700000.0,1300000.125,19800000.0,9600000.0,8.166215620386552e-11
Approved,0.987407,HIGH,Approved,LOW,Not Graduate,Salaried,2,200000.203125,699999.8125,8,851,1599999.125,3.499996,10621.91,0.637314,96,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,200000.203125,699999.8125,8.0,851.0,399999.65625,199999.890625,799999.3125,200000.21875,8.166215620386552e-11
Approved,0.995883,HIGH,Approved,LOW,Not Graduate,Salaried,4,7900000.0,31400000.0,8,698,61700000.0,3.974684,476468.75,0.72375,96,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7900000.0,31400000.0,8.0,698.0,16500000.0,11400000.0,28700000.0,5100000.0,8.166215620386552e-11
Approved,0.998718,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,9800000.0,30300000.0,6,867,74600000.0,3.091837,561332.9,0.687346,72,5.0,-1.3684332778041153e-08,1.0,9800000.0,30300000.0,6.0,867.0,20800000.0,16000000.0,30200000.0,7600000.0,8.166215620386552e-11
Approved,0.964928,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,1900000.0,4200001.0,4,620,15900000.0,2.210527,106522.88,0.672776,48,1.0,-1.3684332778041153e-08,1.0,1900000.0,4200001.0,4.0,620.0,4700000.0,2800000.25,7500000.5,899999.6875,8.166215620386552e-11
Rejected,0.057564,HIGH,Rejected,HIGH,Graduate,Salaried,0,8400000.0,19600000.0,18,530,57100000.0,2.333333,195969.38,0.279956,216,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,8400000.0,19600000.0,18.0,530.0,17000000.0,3600000.0,24200000.0,12300000.0,8.166215620386552e-11
Rejected,0.002407,HIGH,Rejected,HIGH,Graduate,Self-Employed,4,3100000.0,8200000.0,18,408,20600000.0,2.645162,81987.18,0.31737,216,4.0,0.9999999403953552,1.0,3100000.0,8200000.0,18.0,408.0,2899999.75,3800000.0,10800000.0,3100000.0,8.166215620386552e-11
Rejected,0.005898,HIGH,Rejected,HIGH,Graduate,Salaried,3,9100000.0,19700000.0,20,437,56600000.0,2.164835,190109.27,0.250694,240,3.0,0.9999999403953552,-1.2926308912142304e-08,9100000.0,19700000.0,20.0,437.0,6300000.0,13700000.0,23700000.0,12900000.0,8.166215620386552e-11
Approved,0.997936,HIGH,Approved,LOW,Graduate,Salaried,4,8600000.0,25100000.0,6,820,53700000.0,2.918604,464998.47,0.648835,72,4.0,0.9999999403953552,-1.2926308912142304e-08,8600000.0,25100000.0,6.0,820.0,14400000.0,5000000.0,26000000.0,8300000.0,8.166215620386552e-11
Approved,0.925471,HIGH,Approved,LOW,Graduate,Self-Employed,0,3100000.0,8500000.0,8,614,20600000.0,2.741936,128980.4,0.499279,96,1.353272836013275e-07,0.9999999403953552,1.0,3100000.0,8500000.0,8.0,614.0,1699999.625,4600000.0,11000000.0,3300000.0,8.166215620386552e-11
Rejected,0.004556,HIGH,Rejected,HIGH,Not Graduate,Salaried,1,2600000.0,7200000.0,8,349,19700000.0,2.769231,109253.98,0.504249,96,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,2600000.0,7200000.0,8.0,349.0,5900000.0,1400000.125,9400000.0,3000000.0,8.166215620386552e-11
Rejected,0.002753,HIGH,Rejected,HIGH,Not Graduate,Salaried,2,5400000.0,14500000.0,8,349,43300000.0,2.685185,220025.38,0.488945,96,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5400000.0,14500000.0,8.0,349.0,10800000.0,4800000.0,21100000.0,6600000.0,8.166215620386552e-11
Approved,0.992338,HIGH,Approved,LOW,Not Graduate,Salaried,3,4600000.0,17800000.0,20,716,30500000.0,3.869565,171773.86,0.448106,240,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,4600000.0,17800000.0,20.0,716.0,12600000.0,2600000.0,10800000.0,4500000.0,8.166215620386552e-11
Rejected,0.007375,HIGH,Rejected,HIGH,Graduate,Self-Employed,1,1800000.0,5500000.0,10,426,14000000.0,3.055556,72682.9,0.484553,120,1.0,0.9999999403953552,1.0,1800000.0,5500000.0,10.0,426.0,5000000.0,1499999.875,5900000.5,1600000.0,8.166215620386552e-11
Approved,0.991937,HIGH,Approved,LOW,Graduate,Self-Employed,2,2900000.0,8300000.0,10,693,23400000.0,2.862069,109685.12,0.453869,120,2.0,0.9999999403953552,1.0,2900000.0,8300000.0,10.0,693.0,7500000.0,1900000.125,9700000.0,4300000.0,8.166215620386552e-11
Approved,0.989416,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,3400000.0,12300000.0,10,615,23500000.0,3.617647,162545.4,0.57369,120,5.0,-1.3684332778041153e-08,1.0,3400000.0,12300000.0,10.0,615.0,7000000.0,1600000.125,11400000.0,3500000.0,8.166215620386552e-11
Approved,0.988221,HIGH,Approved,LOW,Graduate,Salaried,0,5900000.0,17600000.0,16,645,48100000.0,2.983051,184078.77,0.374397,192,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,5900000.0,17600000.0,16.0,645.0,13000000.0,3100000.0,23400000.0,8600000.0,8.166215620386552e-11
Rejected,0.002232,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,2,800000.1875,2299999.75,12,342,6100000.0,2.874999,27486.8,0.412302,144,2.0,-1.3684332778041153e-08,1.0,800000.1875,2299999.75,12.0,342.0,2200000.25,1300000.125,1799999.375,800000.1875,8.166215620386552e-11
Rejected,0.001217,HIGH,Rejected,HIGH,Graduate,Salaried,1,2800000.0,6700000.0,12,322,14600000.0,2.392857,80070.24,0.343158,144,1.0,0.9999999403953552,-1.2926308912142304e-08,2800000.0,6700000.0,12.0,322.0,1900000.125,1999999.875,8600000.0,2100000.0,8.166215620386552e-11
Approved,0.996054,HIGH,Approved,LOW,Graduate,Salaried,3,1300000.25,3300000.75,8,795,8399999.0,2.538462,50074.76,0.462228,96,3.0,0.9999999403953552,-1.2926308912142304e-08,1300000.25,3300000.75,8.0,795.0,1399999.625,800000.125,4599999.5,1600000.0,8.166215620386552e-11
Approved,0.995339,HIGH,Approved,LOW,Not Graduate,Self-Employed,4,8800000.0,20900000.0,18,766,76500000.0,2.375,208967.31,0.284955,216,4.0,-1.3684332778041153e-08,1.0,8800000.0,20900000.0,18.0,766.0,13500000.0,15400001.0,34500000.0,13100000.0,8.166215620386552e-11
Rejected,0.000547,HIGH,Rejected,HIGH,Graduate,Salaried,1,5200000.0,10500000.0,20,317,35600000.0,2.019231,101327.27,0.233832,240,1.0,0.9999999403953552,-1.2926308912142304e-08,5200000.0,10500000.0,20.0,317.0,2999999.75,8000000.0,19300000.0,5300000.0,8.166215620386552e-11
Approved,0.99496,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,8000000.0,30600000.0,10,720,66800000.0,3.825,404381.28,0.606572,120,1.0,-1.3684332778041153e-08,1.0,8000000.0,30600000.0,10.0,720.0,23700000.0,8500000.0,24900000.0,9700000.0,8.166215620386552e-11
Approved,0.996147,HIGH,Approved,LOW,Graduate,Self-Employed,2,5800000.0,22500000.0,6,888,36400000.0,3.87931,416831.3,0.86241,72,2.0,0.9999999403953552,1.0,5800000.0,22500000.0,6.0,888.0,11900000.0,2600000.0,17100000.0,4800000.0,8.166215620386552e-11
Rejected,0.010225,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,2400000.25,9100000.0,8,368,11300000.0,3.791666,138084.89,0.690424,96,1.353272836013275e-07,0.9999999403953552,1.0,2400000.25,9100000.0,8.0,368.0,2200000.25,199999.890625,5599999.5,3300000.0,8.166215620386552e-11
Rejected,0.308925,MEDIUM,Rejected,HIGH,Graduate,Salaried,3,2400000.25,8200000.0,10,531,16400000.0,3.416666,108363.61,0.541818,120,3.0,0.9999999403953552,-1.2926308912142304e-08,2400000.25,8200000.0,10.0,531.0,6800000.0,1900000.125,5699999.5,2000000.25,8.166215620386552e-11
Rejected,0.000696,HIGH,Rejected,HIGH,Not Graduate,Salaried,4,7000000.0,24500000.0,18,318,25900000.0,3.5,244961.7,0.419934,216,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7000000.0,24500000.0,18.0,318.0,4300000.0,1700000.125,16300000.0,3600000.0,8.166215620386552e-11
Approved,0.990595,HIGH,Approved,LOW,Graduate,Salaried,1,2300000.0,8200000.0,8,784,10700000.0,3.565218,124428.15,0.64919,96,1.0,0.9999999403953552,-1.2926308912142304e-08,2300000.0,8200000.0,8.0,784.0,2000000.125,-0.1017402932047844,7600000.0,1100000.0,8.166215620386552e-11
Approved,0.930648,HIGH,Approved,LOW,Not Graduate,Salaried,5,5200000.0,20700000.0,2,538,23400000.0,3.980769,955199.94,2.204308,24,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5200000.0,20700000.0,2.000000238418579,538.0,3200000.25,1999999.875,14600000.0,3600000.0,8.166215620386552e-11
Rejected,0.009404,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,5,3000000.0,11900000.0,14,459,26700000.0,3.966667,131876.11,0.527504,168,5.0,-1.3684332778041153e-08,1.0,3000000.0,11900000.0,14.0,459.0,6000000.0,4800000.0,11700000.0,4200000.0,8.166215620386552e-11
Approved,0.998977,HIGH,Approved,LOW,Graduate,Salaried,4,8600000.0,20900000.0,10,867,65100000.0,2.430232,276195.03,0.385388,120,4.0,0.9999999403953552,-1.2926308912142304e-08,8600000.0,20900000.0,10.0,867.0,24300000.0,7200000.0,23700000.0,9900000.0,8.166215620386552e-11
Approved,0.87662,HIGH,Approved,LOW,Graduate,Salaried,4,9800000.0,32200000.0,18,593,58200000.0,3.285714,321949.66,0.394224,216,4.0,0.9999999403953552,-1.2926308912142304e-08,9800000.0,32200000.0,18.0,593.0,9500000.0,399999.90625,34000000.0,14300000.0,8.166215620386552e-11
Rejected,0.086997,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,2,600000.1875,2400000.75,6,454,3299999.5,4.0,44462.02,0.88924,72,2.0,-1.3684332778041153e-08,1.0,600000.1875,2400000.75,6.0,454.0,100000.171875,599999.875,2299999.25,300000.21875,8.166215620386552e-11
Approved,0.695279,MEDIUM,Rejected,LOW,Not Graduate,Salaried,0,3900000.0,14500000.0,8,545,22600000.0,3.717949,220025.38,0.677001,96,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,3900000.0,14500000.0,8.0,545.0,5900000.0,3000000.0,10300000.0,3400000.0,8.166215620386552e-11
Approved,0.999048,HIGH,Approved,LOW,Graduate,Salaried,5,6500000.0,18500000.0,4,891,47600000.0,2.846154,469207.8,0.86623,48,5.0,0.9999999403953552,-1.2926308912142304e-08,6500000.0,18500000.0,4.0,891.0,13600000.0,3300000.0,23600000.0,7100000.0,8.166215620386552e-11
Rejected,0.003491,HIGH,Rejected,HIGH,Graduate,Salaried,2,5400000.0,11900000.0,6,303,46500000.0,2.203704,220457.45,0.489905,72,2.0,0.9999999403953552,-1.2926308912142304e-08,5400000.0,11900000.0,6.0,303.0,15000000.0,9200000.0,15400000.0,6900000.0,8.166215620386552e-11
Approved,0.975719,HIGH,Approved,LOW,Not Graduate,Salaried,0,7400000.0,24900000.0,20,648,44500000.0,3.364865,240290.4,0.38966,240,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,7400000.0,24900000.0,20.0,648.0,7100000.0,7900000.0,23300000.0,6200000.0,8.166215620386552e-11
Approved,0.995174,HIGH,Approved,LOW,Graduate,Self-Employed,4,1500000.0,3199999.75,10,858,7899999.0,2.133333,42288.24,0.338306,120,4.0,0.9999999403953552,1.0,1500000.0,3199999.75,10.0,858.0,1499999.625,-0.1017402932047844,4699999.5,1700000.0,8.166215620386552e-11
Rejected,0.121516,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,1,5500000.0,14900000.0,2,403,40100000.0,2.709091,687559.4,1.50013,24,1.0,-1.3684332778041153e-08,1.0,5500000.0,14900000.0,2.000000238418579,403.0,7400000.0,8900000.0,19700000.0,4100000.0,8.166215620386552e-11
Approved,0.984808,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,2600000.0,8200000.0,8,722,18000000.0,3.153846,124428.15,0.574284,96,1.353272836013275e-07,-1.3684332778041153e-08,1.0,2600000.0,8200000.0,8.0,722.0,3500000.25,4200000.0,7100000.0,3200000.0,8.166215620386552e-11
Approved,0.633908,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,4,900000.1875,2899999.75,6,560,6399999.5,3.222221,53724.92,0.716332,72,4.0,-1.3684332778041153e-08,1.0,900000.1875,2899999.75,6.0,560.0,1499999.625,899999.875,3100000.25,899999.6875,8.166215620386552e-11
Approved,0.995769,HIGH,Approved,LOW,Not Graduate,Self-Employed,4,4100000.0,10400000.0,12,727,38600000.0,2.536585,124288.14,0.36377,144,4.0,-1.3684332778041153e-08,1.0,4100000.0,10400000.0,12.0,727.0,11900000.0,5900000.0,16400000.0,4400000.0,8.166215620386552e-11
Approved,0.991811,HIGH,Approved,LOW,Graduate,Self-Employed,5,3500000.0,9500000.0,4,664,23000000.0,2.714286,240944.55,0.826096,48,5.0,0.9999999403953552,1.0,3500000.0,9500000.0,4.0,664.0,9500000.0,499999.90625,7800000.5,5200000.0,8.166215620386552e-11
Rejected,0.004074,HIGH,Rejected,HIGH,Graduate,Self-Employed,5,500000.1875,1799999.75,18,411,2999999.75,3.599998,17997.18,0.431932,216,5.0,0.9999999403953552,1.0,500000.1875,1799999.75,18.0,411.0,1000000.1875,499999.90625,1299999.375,200000.21875,8.166215620386552e-11
Rejected,0.35823,MEDIUM,Rejected,HIGH,Not Graduate,Self-Employed,1,9600000.0,35900000.0,8,534,79500000.0,3.739583,544752.5,0.680941,96,1.0,-1.3684332778041153e-08,1.0,9600000.0,35900000.0,8.0,534.0,24500000.0,17700000.0,31900000.0,5400000.0,8.166215620386552e-11
Approved,0.996211,HIGH,Approved,LOW,Graduate,Salaried,1,6600000.0,19700000.0,12,758,48700000.0,2.984848,235430.4,0.428055,144,1.0,0.9999999403953552,-1.2926308912142304e-08,6600000.0,19700000.0,12.0,758.0,16000000.0,4400000.0,18800000.0,9500000.0,8.166215620386552e-11
Approved,0.997116,HIGH,Approved,LOW,Not Graduate,Salaried,5,4600000.0,14400000.0,6,785,33700000.0,3.130435,266772.06,0.695927,72,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,4600000.0,14400000.0,6.0,785.0,6500000.0,6300000.0,14700000.0,6200000.0,8.166215620386552e-11
Rejected,0.004616,HIGH,Rejected,HIGH,Graduate,Self-Employed,5,6500000.0,18900000.0,12,427,33000000.0,2.907692,225869.78,0.41699,144,5.0,0.9999999403953552,1.0,6500000.0,18900000.0,12.0,427.0,5100000.0,1900000.125,18200000.0,7800000.0,8.166215620386552e-11
Rejected,0.001171,HIGH,Rejected,HIGH,Not Graduate,Salaried,5,6900000.0,26500000.0,16,322,56800000.0,3.84058,277164.03,0.482024,192,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,6900000.0,26500000.0,16.0,322.0,20500000.0,9800000.0,17100000.0,9400000.0,8.166215620386552e-11
Rejected,0.00082,HIGH,Rejected,HIGH,Graduate,Self-Employed,4,5000000.0,18000000.0,14,307,27000000.0,3.6,199476.48,0.478744,168,4.0,0.9999999403953552,1.0,5000000.0,18000000.0,14.0,307.0,5300000.0,5600000.0,12800000.0,3300000.0,8.166215620386552e-11
Approved,0.989249,HIGH,Approved,LOW,Not Graduate,Salaried,2,5400000.0,12500000.0,4,622,34500000.0,2.314815,317032.28,0.704516,48,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5400000.0,12500000.0,4.0,622.0,14400000.0,2900000.0,11800000.0,5400000.0,8.166215620386552e-11
Rejected,0.019838,HIGH,Rejected,HIGH,Graduate,Salaried,5,9200000.0,18900000.0,10,521,53100000.0,2.054348,249764.9,0.32578,120,5.0,0.9999999403953552,-1.2926308912142304e-08,9200000.0,18900000.0,10.0,521.0,8300000.0,14500000.0,23400000.0,6900000.0,8.166215620386552e-11
Rejected,0.41398,MEDIUM,Rejected,HIGH,Not Graduate,Salaried,3,1400000.0,3399999.75,6,540,6400000.0,2.428571,62987.84,0.539896,72,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1400000.0,3399999.75,6.0,540.0,199999.671875,1499999.875,3900000.25,800000.1875,8.166215620386552e-11
Rejected,0.002903,HIGH,Rejected,HIGH,Not Graduate,Salaried,4,1500000.0,4900001.0,16,392,7900001.0,3.266667,51249.2,0.409994,192,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1500000.0,4900001.0,16.0,392.0,1800000.125,1100000.125,3000000.25,2000000.25,8.166215620386552e-11
Rejected,0.298566,MEDIUM,Approved,HIGH,Not Graduate,Self-Employed,4,3200000.0,10700000.0,4,450,20300000.0,3.34375,271379.62,1.017674,48,4.0,-1.3684332778041153e-08,1.0,3200000.0,10700000.0,4.0,450.0,7300000.0,3000000.0,8200000.0,1800000.0,8.166215620386552e-11
Approved,0.992641,HIGH,Approved,LOW,Graduate,Self-Employed,0,8600000.0,23000000.0,14,678,70100000.0,2.674419,254886.62,0.355656,168,1.353272836013275e-07,0.9999999403953552,1.0,8600000.0,23000000.0,14.0,678.0,18800000.0,16400000.0,22900000.0,12000000.0,8.166215620386552e-11
Rejected,0.027386,HIGH,Rejected,HIGH,Not Graduate,Salaried,3,7200000.0,27900000.0,12,473,66400000.0,3.875,333426.84,0.555711,144,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7200000.0,27900000.0,12.0,473.0,21100000.0,8800000.0,27800000.0,8700000.0,8.166215620386552e-11
Approved,0.971357,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,900000.1875,2299999.75,20,611,4500000.0,2.555555,22195.5,0.29594,240,3.0,-1.3684332778041153e-08,1.0,900000.1875,2299999.75,20.0,611.0,599999.6875,1499999.875,1900000.375,500000.21875,8.166215620386552e-11
Approved,0.996425,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,9900000.0,31800000.0,18,817,68200000.0,3.212121,317950.28,0.385394,216,5.0,-1.3684332778041153e-08,1.0,9900000.0,31800000.0,18.0,817.0,23400000.0,699999.875,32600000.0,11500000.0,8.166215620386552e-11
Approved,0.738506,MEDIUM,Rejected,LOW,Graduate,Salaried,2,4100000.0,16200000.0,6,546,25400000.0,3.95122,300118.56,0.878396,72,2.0,0.9999999403953552,-1.2926308912142304e-08,4100000.0,16200000.0,6.0,546.0,3500000.25,3100000.0,15100000.0,3700000.0,8.166215620386552e-11
Rejected,0.2176,MEDIUM,Rejected,HIGH,Graduate,Self-Employed,3,4000000.0,11600000.0,6,539,25300000.0,2.9,214899.72,0.644699,72,3.0,0.9999999403953552,1.0,4000000.0,11600000.0,6.0,539.0,5900000.0,2600000.0,12100000.0,4700000.0,8.166215620386552e-11
Rejected,0.0311,HIGH,Rejected,HIGH,Not Graduate,Salaried,1,4900000.0,18100000.0,8,382,31900000.0,3.693878,274652.38,0.672618,96,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,4900000.0,18100000.0,8.0,382.0,13600000.0,399999.90625,15500000.0,2400000.0,8.166215620386552e-11
Approved,0.997054,HIGH,Approved,LOW,Graduate,Salaried,4,1700000.25,4000000.75,6,829,8500000.0,2.352941,74103.36,0.523082,72,4.0,0.9999999403953552,-1.2926308912142304e-08,1700000.25,4000000.75,6.0,829.0,0.16867469251155853,1600000.125,5199999.5,1700000.0,8.166215620386552e-11
Approved,0.548032,MEDIUM,Approved,LOW,Not Graduate,Salaried,2,6500000.0,14100000.0,14,577,45600000.0,2.169231,156256.58,0.288474,168,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,6500000.0,14100000.0,14.0,577.0,4600000.0,12000000.0,25100000.0,3900000.0,8.166215620386552e-11
Approved,0.995456,HIGH,Approved,LOW,Graduate,Self-Employed,2,9600000.0,28100000.0,20,763,72600000.0,2.927083,271171.06,0.338964,240,2.0,0.9999999403953552,1.0,9600000.0,28100000.0,20.0,763.0,23000000.0,11800000.0,27500000.0,10300000.0,8.166215620386552e-11
Rejected,0.002375,HIGH,Rejected,HIGH,Graduate,Salaried,2,7000000.0,25700000.0,18,374,36500000.0,3.671429,256959.84,0.440503,216,2.0,0.9999999403953552,-1.2926308912142304e-08,7000000.0,25700000.0,18.0,374.0,3400000.25,13700000.0,14900000.0,4500000.0,8.166215620386552e-11
Approved,0.995251,HIGH,Approved,LOW,Graduate,Self-Employed,3,7300000.0,20000000.0,18,720,58200000.0,2.739726,199968.73,0.328716,216,3.0,0.9999999403953552,1.0,7300000.0,20000000.0,18.0,720.0,15500000.0,9900000.0,23000000.0,9800000.0,8.166215620386552e-11
